uid,d,t,x,y,combined_xy
12725,0,20,194,35,6993
12725,0,21,194,36,7193
12725,0,22,194,35,6993
12725,0,23,195,36,7194
12725,0,24,195,36,7194
12725,0,25,196,35,6995
12725,0,26,194,29,5793
12725,0,30,196,34,6795
12725,0,31,194,36,7193
12725,1,9,198,34,6797
12725,1,10,196,35,6995
12725,1,14,189,33,6588
12725,1,15,187,29,5786
12725,1,16,194,36,7193
12725,1,17,194,36,7193
12725,1,19,194,36,7193
12725,1,20,194,26,5193
12725,1,21,194,25,4993
12725,1,22,194,26,5193
12725,1,23,186,27,5385
12725,1,24,184,22,4383
12725,1,25,186,27,5385
12725,1,26,194,35,6993
12725,1,30,196,34,6795
12725,1,31,194,29,5793
12725,1,32,194,29,5793
12725,1,33,195,28,5594
12725,1,34,198,34,6797
12725,1,38,198,40,7997
12725,1,39,188,39,7787
12725,1,40,194,35,6993
12725,1,41,194,36,7193
12725,1,43,194,35,6993
12725,2,8,196,34,6795
12725,2,9,194,36,7193
12725,2,11,194,35,6993
12725,2,13,196,35,6995
12725,2,14,196,35,6995
12725,2,15,190,27,5389
12725,2,16,175,31,6174
12725,2,17,169,30,5968
12725,2,18,173,31,6172
12725,2,19,192,34,6791
12725,2,20,194,28,5593
12725,2,23,194,35,6993
12725,2,24,194,35,6993
12725,2,25,194,35,6993
12725,2,26,194,35,6993
12725,2,27,194,35,6993
12725,2,28,194,35,6993
12725,2,29,195,34,6794
12725,2,30,194,28,5593
12725,2,32,194,28,5593
12725,2,33,194,28,5593
12725,2,34,194,35,6993
12725,2,35,189,36,7188
12725,2,36,186,37,7385
12725,2,37,194,36,7193
12725,2,38,194,35,6993
12725,2,39,194,35,6993
12725,2,41,194,35,6993
12725,2,43,194,35,6993
12725,2,44,194,36,7193
12725,2,45,194,35,6993
12725,2,46,195,36,7194
12725,2,47,194,35,6993
12725,3,0,194,35,6993
12725,3,1,194,35,6993
12725,3,2,194,35,6993
12725,3,4,194,35,6993
12725,3,5,194,35,6993
12725,3,7,195,36,7194
12725,3,8,194,36,7193
12725,3,9,194,36,7193
12725,3,10,194,35,6993
12725,3,11,194,36,7193
12725,3,13,196,35,6995
12725,3,14,194,35,6993
12725,3,15,195,34,6794
12725,3,16,196,27,5395
12725,3,17,196,28,5595
12725,3,18,194,28,5593
12725,3,19,194,28,5593
12725,3,20,194,28,5593
12725,3,21,197,34,6796
12725,3,22,194,35,6993
12725,3,23,196,35,6995
12725,3,25,195,36,7194
12725,3,26,194,35,6993
12725,3,32,196,27,5395
12725,3,33,195,28,5594
12725,3,34,198,33,6597
12725,3,37,194,36,7193
12850,0,22,115,33,6514
12850,0,28,115,32,6314
12850,0,29,115,33,6514
12850,0,31,115,33,6514
12850,0,32,117,22,4316
12850,0,34,117,22,4316
12850,1,16,119,9,1718
12850,1,18,118,7,1317
12850,1,21,118,7,1317
12850,1,22,118,7,1317
12850,1,23,118,6,1117
12850,1,26,118,7,1317
12850,1,28,118,7,1317
12850,1,29,118,7,1317
12850,1,30,118,6,1117
12850,1,31,118,7,1317
12850,1,32,118,6,1117
12850,1,33,118,7,1317
12850,1,34,118,7,1317
12850,1,35,119,9,1718
12850,1,36,115,18,3514
12850,1,37,118,19,3717
12850,1,44,120,20,3919
12850,2,16,120,20,3919
12850,2,17,119,6,1118
12850,2,19,118,7,1317
12850,2,20,119,6,1118
12850,2,22,119,6,1118
12850,2,28,117,5,916
12850,2,29,118,6,1117
12850,2,30,117,7,1316
12850,2,31,118,6,1117
12850,2,34,118,5,917
12850,2,35,118,6,1117
12850,2,36,118,6,1117
12850,2,37,117,18,3516
12850,2,38,120,20,3919
12850,3,16,118,17,3317
12850,3,17,119,6,1118
12850,3,22,118,6,1117
12850,3,25,120,4,719
12850,3,26,118,6,1117
12850,3,27,118,7,1317
12850,3,29,118,7,1317
12850,3,30,118,6,1117
12850,3,31,119,6,1118
12850,3,32,118,7,1317
12850,3,34,119,6,1118
12850,3,35,119,9,1718
12850,3,36,116,18,3515
12850,3,37,120,20,3919
12850,4,16,119,8,1518
12850,4,17,118,6,1117
12850,4,18,118,7,1317
12850,4,19,118,7,1317
12850,4,21,118,6,1117
12850,4,22,118,7,1317
12850,4,23,118,6,1117
12850,4,27,118,6,1117
12850,4,28,118,7,1317
12850,4,29,118,6,1117
12850,4,30,118,7,1317
12850,4,31,118,7,1317
12850,4,32,118,6,1117
12850,4,34,118,7,1317
12850,4,35,114,17,3313
12850,4,36,113,17,3312
12850,4,37,117,19,3716
12850,5,16,119,14,2718
12850,5,20,118,7,1317
12850,5,21,118,7,1317
12850,5,22,119,6,1118
12850,5,23,119,6,1118
12850,5,26,118,13,2517
12850,5,27,118,6,1117
12850,5,28,118,7,1317
12850,5,29,118,7,1317
12850,5,31,118,6,1117
12850,5,32,118,7,1317
12850,5,33,120,4,719
12850,5,34,119,6,1118
12850,5,35,116,14,2715
12850,5,36,113,17,3312
12850,5,37,112,17,3311
12850,5,38,119,21,4118
12850,5,39,120,20,3919
12850,6,5,121,20,3920
12850,6,20,116,20,3915
12850,6,23,120,20,3919
12850,6,25,119,20,3918
12850,6,26,116,13,2515
12850,6,27,109,93,18508
12850,6,28,105,94,18704
12850,6,33,105,93,18504
12850,6,34,109,90,17908
12850,6,35,110,90,17909
12850,6,36,111,90,17910
12850,6,39,110,87,17309
12850,6,40,113,17,3312
12850,6,42,120,20,3919
12931,0,0,135,139,27734
12931,0,4,136,138,27535
12931,0,19,133,133,26532
12931,0,20,122,120,23921
12931,0,22,120,119,23719
12931,0,24,119,117,23318
12931,0,26,119,117,23318
12931,0,30,119,116,23118
12931,0,33,119,117,23318
12931,0,34,122,120,23921
12931,0,35,122,128,25521
12931,0,36,121,130,25920
12931,0,37,123,132,26322
12931,0,38,125,135,26924
12931,0,39,131,137,27330
12931,0,40,135,138,27534
12931,0,43,136,138,27535
12931,0,47,135,138,27534
12931,1,8,136,138,27535
12931,1,12,128,132,26327
12931,1,21,127,132,26326
12931,1,22,111,127,25310
12931,1,23,128,132,26327
12931,1,32,127,132,26326
12931,1,33,136,138,27535
12931,1,35,135,138,27534
12931,1,36,136,138,27535
12931,1,38,135,138,27534
12931,2,12,111,127,25310
12931,2,21,127,132,26326
12931,2,22,111,127,25310
12931,2,23,111,127,25310
12931,2,31,127,132,26326
12931,2,32,132,138,27531
12931,2,41,136,138,27535
12931,3,10,136,139,27735
12931,3,12,128,132,26327
12931,3,13,127,133,26526
12931,3,18,127,132,26326
12931,3,22,126,132,26325
12931,3,23,127,132,26326
12931,3,33,131,130,25930
12931,3,34,135,138,27534
12931,3,36,136,138,27535
12931,3,37,135,138,27534
12931,3,38,136,138,27535
12931,3,40,135,138,27534
12931,4,14,136,138,27535
12931,4,15,136,138,27535
12931,4,18,131,137,27330
12931,4,21,136,139,27735
12931,4,22,115,132,26314
12931,4,23,116,132,26315
12931,4,24,116,132,26315
12931,4,25,116,133,26515
12931,4,26,117,133,26516
12931,4,27,117,133,26516
12931,4,28,117,135,26916
12931,4,29,130,136,27129
12931,4,31,131,136,27130
12931,4,32,136,139,27735
12931,4,33,136,138,27535
12931,4,34,125,134,26724
12931,4,35,121,133,26520
12931,4,37,131,137,27330
12931,4,38,135,138,27534
12931,4,40,136,138,27535
12931,5,12,131,133,26530
12931,5,13,127,132,26326
12931,5,16,132,133,26531
12931,5,17,127,132,26326
12931,5,22,127,132,26326
12931,5,31,128,132,26327
12931,5,32,136,138,27535
12931,5,34,136,139,27735
12931,5,35,137,140,27936
12931,6,15,136,138,27535
12931,6,18,132,137,27331
12931,6,19,131,137,27330
12931,6,20,124,136,27123
12931,6,21,115,132,26314
12931,6,22,115,132,26314
12931,6,24,116,132,26315
12931,6,34,120,131,26119
12931,6,37,124,131,26123
12931,6,38,136,139,27735
12931,7,19,135,138,27534
12931,7,20,136,138,27535
12931,7,21,127,138,27526
12931,7,22,121,141,28120
12931,7,23,121,142,28320
12931,7,24,121,142,28320
12931,7,25,121,142,28320
12931,7,26,121,142,28320
12931,7,29,117,132,26316
12931,7,30,116,132,26315
12931,7,33,120,134,26719
12931,7,34,136,139,27735
12931,7,35,135,139,27734
12931,7,37,135,138,27534
13181,0,14,121,86,17120
13181,0,15,121,84,16720
13181,0,16,121,86,17120
13181,0,19,121,83,16520
13181,0,20,119,84,16718
13181,0,42,121,86,17120
13181,1,15,120,83,16519
13181,1,16,122,86,17121
13181,1,17,124,88,17523
13181,1,18,121,84,16720
13181,1,19,122,81,16121
13181,1,22,121,82,16320
13181,1,31,124,87,17323
13181,1,32,129,84,16728
13181,1,33,121,86,17120
13181,1,35,119,87,17318
13181,1,36,117,83,16516
13181,1,38,121,83,16520
13181,1,39,122,77,15321
13181,1,40,122,78,15521
13181,1,41,121,78,15520
13181,1,42,121,81,16120
13181,1,44,121,86,17120
13181,2,15,126,84,16725
13181,2,16,129,84,16728
13181,2,18,128,84,16727
13181,2,19,128,84,16727
13181,2,20,129,84,16728
13181,2,21,129,84,16728
13181,2,27,128,84,16727
13181,2,28,128,84,16727
13181,2,29,129,84,16728
13181,2,31,129,84,16728
13181,2,32,129,84,16728
13181,2,33,128,84,16727
13181,2,34,129,84,16728
13181,2,35,124,85,16923
13181,2,36,122,85,16921
13181,2,37,121,86,17120
13181,2,44,121,86,17120
13181,3,15,124,85,16923
13181,3,16,128,84,16727
13181,3,20,128,84,16727
13181,3,21,129,84,16728
13181,3,23,128,84,16727
13181,3,24,129,84,16728
13181,3,29,128,84,16727
13181,3,30,129,85,16928
13181,3,31,128,84,16727
13181,3,32,129,84,16728
13181,3,33,128,84,16727
13181,3,35,128,84,16727
13181,3,36,129,84,16728
13181,3,37,129,84,16728
13181,3,38,129,84,16728
13181,3,39,127,84,16726
13181,3,40,122,85,16921
13181,3,45,121,86,17120
13181,3,46,121,86,17120
13181,4,15,124,85,16923
13181,4,16,129,84,16728
13181,4,17,128,84,16727
13181,4,18,129,84,16728
13181,4,19,128,84,16727
13181,4,20,129,84,16728
13181,4,21,129,84,16728
13181,4,26,128,84,16727
13181,4,27,129,84,16728
13181,4,28,129,84,16728
13181,4,29,129,84,16728
13181,4,31,129,84,16728
13181,4,32,128,84,16727
13181,4,33,128,84,16727
13181,4,34,128,84,16727
13181,4,35,129,84,16728
13181,4,36,126,84,16725
13181,4,37,122,85,16921
13181,4,38,121,86,17120
13181,4,43,121,81,16120
13181,4,45,121,81,16120
13181,4,46,121,83,16520
13181,5,15,121,85,16920
13181,5,16,125,85,16924
13181,5,20,128,84,16727
13181,5,27,128,84,16727
13181,5,32,128,84,16727
13181,5,33,129,84,16728
13181,5,34,128,84,16727
13181,5,35,121,85,16920
13181,5,36,121,86,17120
13181,5,39,122,86,17121
13181,5,40,123,87,17322
13181,5,41,123,87,17322
13181,5,43,123,87,17322
13181,5,44,123,87,17322
13181,5,45,123,87,17322
13181,5,47,122,86,17121
13181,6,16,129,84,16728
13181,6,19,128,84,16727
13181,6,20,129,84,16728
13197,0,6,140,108,21539
13197,0,19,140,106,21139
13197,0,20,140,106,21139
13197,0,23,143,103,20542
13197,0,24,157,97,19356
13197,0,25,168,103,20567
13197,0,26,175,105,20974
13197,0,27,175,106,21174
13197,0,28,175,106,21174
13197,0,29,174,102,20373
13197,0,30,174,101,20173
13197,0,31,157,98,19556
13197,0,32,141,104,20740
13197,1,2,139,106,21138
13197,1,18,139,105,20938
13197,1,19,146,87,17345
13197,1,20,163,64,12762
13197,1,23,169,66,13168
13197,1,24,164,38,7563
13197,1,40,164,38,7563
13197,1,41,169,63,12568
13197,1,42,158,66,13157
13197,1,43,139,106,21138
13197,1,45,139,106,21138
13197,2,17,141,107,21340
13197,2,18,145,108,21544
13197,2,19,142,105,20941
13197,2,20,138,97,19337
13197,2,23,139,100,19938
13197,2,25,144,113,22543
13197,2,26,145,114,22744
13197,2,33,137,113,22536
13197,2,34,135,111,22134
13197,2,36,135,110,21934
13197,2,37,138,108,21537
13197,3,13,135,117,23334
13197,3,14,134,127,25333
13197,3,15,134,126,25133
13197,3,16,135,127,25334
13197,3,17,133,126,25132
13197,3,18,135,125,24934
13197,3,19,133,125,24932
13197,3,20,133,126,25132
13197,3,22,135,127,25334
13197,3,23,135,126,25134
13197,3,24,135,126,25134
13197,3,26,135,127,25334
13197,3,27,135,127,25334
13197,3,28,133,126,25132
13197,3,29,133,126,25132
13197,3,30,137,108,21536
13197,3,34,138,109,21737
13197,3,35,140,105,20939
13197,3,38,140,100,19939
13197,3,41,141,103,20540
13197,3,42,143,112,22342
13197,3,43,143,111,22142
13197,3,44,143,111,22142
13197,4,0,140,108,21539
13197,4,1,139,106,21138
13197,4,4,139,106,21138
13197,4,15,139,99,19738
13197,4,22,138,96,19137
13197,4,23,143,102,20342
13197,4,25,141,100,19940
13197,4,26,133,75,14932
13197,4,27,135,74,14734
13197,4,29,134,75,14933
13197,4,32,147,70,13946
13197,4,33,166,64,12765
13197,4,35,162,64,12761
13197,4,36,152,69,13751
13197,4,42,136,79,15735
13197,4,43,135,82,16334
13197,4,46,135,79,15734
13197,4,47,144,71,14143
13197,5,0,160,65,12959
13197,5,1,139,106,21138
13197,5,15,130,99,19729
13197,5,16,135,74,14734
13197,5,18,136,79,15735
13197,5,19,137,91,18136
13197,5,20,138,95,18937
13197,5,22,140,100,19939
13197,5,23,139,106,21138
13197,5,26,140,106,21139
13197,5,29,140,107,21339
13197,5,31,142,112,22341
13197,5,32,141,110,21940
13197,6,18,139,101,20138
13197,6,19,138,95,18937
13197,6,24,138,95,18937
13197,6,25,139,98,19538
13197,6,26,146,90,17945
13197,6,27,161,65,12960
13197,6,31,168,66,13167
13197,6,32,135,82,16334
13197,6,33,133,82,16332
13197,6,35,133,82,16332
13197,6,36,133,82,16332
13263,0,0,122,109,21721
13263,0,1,142,83,16541
13263,0,2,145,85,16944
13263,0,3,134,100,19933
13263,0,4,136,119,23735
13263,0,5,124,138,27523
13263,0,23,127,138,27526
13263,0,24,138,143,28537
13263,0,25,162,131,26161
13263,0,26,180,88,17579
13263,0,27,179,64,12778
13263,0,28,178,52,10377
13263,0,29,177,64,12776
13263,0,30,179,65,12978
13263,0,32,179,64,12778
13263,0,33,175,63,12574
13263,0,34,175,63,12574
13263,0,35,174,62,12373
13263,0,36,169,59,11768
13263,0,37,160,43,8559
13263,0,38,161,43,8560
13263,0,39,138,26,5137
13263,0,40,116,34,6715
13263,0,42,102,34,6701
13263,0,43,96,29,5695
13263,0,44,86,28,5485
13263,1,8,91,25,4890
13263,1,9,116,59,11715
13263,1,12,122,81,16121
13263,1,13,145,94,18744
13263,1,14,135,110,21934
13263,1,15,126,132,26325
13263,1,28,120,134,26719
13263,2,2,116,137,27315
13263,2,3,124,138,27523
13263,2,21,124,136,27123
13263,2,22,125,134,26724
13263,2,24,124,138,27523
13263,2,31,116,132,26315
13263,3,2,124,138,27523
13263,3,21,125,136,27124
13263,3,22,118,133,26517
13263,3,23,116,132,26315
13263,3,47,122,134,26721
13263,4,0,124,138,27523
13263,4,1,131,140,27930
13263,4,2,124,138,27523
13263,4,19,125,138,27524
13263,4,20,124,138,27523
13263,4,21,123,138,27522
13263,4,39,117,132,26316
13263,5,3,116,131,26115
13263,5,4,111,131,26110
13263,5,7,116,131,26115
13263,5,8,117,133,26516
13263,5,9,124,138,27523
13263,5,17,124,137,27323
13263,5,18,125,134,26724
13263,5,19,124,138,27523
13263,5,25,125,136,27124
13263,5,26,135,110,21934
13263,5,27,144,72,14343
13263,5,28,144,73,14543
13263,5,33,144,72,14343
13263,5,34,146,72,14345
13263,5,35,177,58,11576
13263,5,36,182,63,12581
13263,5,38,182,66,13181
13263,5,40,180,67,13379
13263,5,46,178,51,10177
13263,5,47,176,49,9775
13263,6,0,182,63,12581
13263,6,15,182,66,13181
13263,6,16,180,89,17779
13263,6,17,135,110,21934
13263,6,18,128,128,25527
13263,6,19,125,133,26524
13263,6,20,124,138,27523
13263,6,30,116,133,26515
13263,7,1,116,132,26315
13263,7,30,118,132,26317
13263,7,31,116,126,25115
13263,7,32,97,97,19296
13263,7,33,86,99,19685
13263,7,34,74,121,24073
13263,7,35,63,155,30862
13263,7,36,39,196,39038
13263,7,43,52,167,33251
13263,7,44,71,146,29070
13263,7,45,89,94,18688
13263,7,46,96,96,19095
13263,7,47,113,133,26512
13263,8,0,124,138,27523
13263,8,14,118,134,26717
13263,8,34,116,132,26315
13263,8,35,118,132,26317
13263,8,36,120,137,27319
13263,8,37,110,139,27709
13263,8,38,65,167,33264
13263,8,43,66,169,33665
13337,10,45,85,128,25484
13337,11,20,85,128,25484
13337,11,22,80,130,25879
13337,11,24,85,127,25284
13337,12,25,86,127,25285
13337,12,26,85,127,25284
13337,12,30,85,128,25484
13337,12,37,86,126,25085
13337,12,38,88,119,23687
13337,12,39,96,108,21495
13337,12,40,111,81,16110
13337,12,41,104,74,14703
13337,12,42,104,74,14703
13337,12,43,104,74,14703
13337,12,44,104,74,14703
13337,12,45,104,73,14503
13337,12,47,104,73,14503
13337,13,0,103,74,14702
13337,13,1,104,74,14703
13337,13,7,104,74,14703
13337,13,8,104,74,14703
13337,13,9,104,74,14703
13337,13,10,103,74,14702
13337,13,11,104,75,14903
13337,13,12,104,74,14703
13337,13,15,104,75,14903
13337,13,16,104,75,14903
13337,13,17,105,103,20504
13337,13,18,89,115,22888
13337,13,19,85,129,25684
13337,13,20,85,127,25284
13337,13,21,85,126,25084
13337,13,23,85,128,25484
13337,13,26,85,126,25084
13337,13,39,86,122,24285
13337,13,40,107,79,15706
13337,13,41,103,74,14702
13337,13,42,104,74,14703
13337,13,43,104,74,14703
13337,13,44,104,74,14703
13337,13,45,103,75,14902
13337,13,46,104,73,14503
13337,13,47,104,74,14703
13337,14,1,104,74,14703
13337,14,4,104,74,14703
13337,14,5,104,74,14703
13337,14,6,104,74,14703
13337,14,7,104,74,14703
13337,14,8,104,74,14703
13337,14,9,110,83,16509
13337,14,10,85,127,25284
13337,14,24,85,125,24884
13337,14,25,85,127,25284
13337,14,30,85,125,24884
13337,14,37,85,125,24884
13337,14,38,85,127,25284
13337,14,40,86,122,24285
13337,14,41,106,78,15505
13337,14,42,103,74,14702
13337,14,43,104,74,14703
13337,14,44,104,74,14703
13337,14,45,104,73,14503
13337,14,46,104,74,14703
13337,14,47,103,73,14502
13337,15,1,104,74,14703
13337,15,10,104,74,14703
13337,15,14,104,75,14903
13337,15,16,104,74,14703
13337,15,17,110,80,15909
13337,15,18,110,89,17709
13337,15,19,86,119,23685
13337,15,38,86,115,22885
13337,15,39,107,102,20306
13337,15,40,104,74,14703
13337,15,41,104,74,14703
13337,15,42,104,73,14503
13337,15,43,104,73,14503
13337,15,44,104,74,14703
13337,15,45,104,74,14703
13337,15,46,104,74,14703
13337,15,47,103,75,14902
13337,16,0,103,75,14902
13337,16,6,104,74,14703
13337,16,7,104,74,14703
13337,16,11,105,74,14704
13337,16,13,104,74,14703
13337,16,16,104,73,14503
13337,16,17,111,81,16110
13337,16,18,86,113,22485
13337,16,19,86,121,24085
13337,16,21,85,127,25284
13337,16,38,86,123,24485
13337,16,39,92,108,21491
13337,16,40,105,78,15504
13337,16,41,103,75,14902
13337,16,42,104,74,14703
13337,16,43,104,74,14703
13337,16,44,104,74,14703
13337,16,45,104,74,14703
13337,16,46,104,74,14703
13345,0,14,144,121,24143
13345,0,15,155,144,28754
13345,0,16,165,164,32764
13345,0,18,172,182,36371
13345,0,25,172,190,37971
13345,0,26,173,183,36572
13345,0,27,174,183,36573
13345,0,28,172,190,37971
13345,0,29,174,184,36773
13345,0,30,172,190,37971
13345,0,31,172,190,37971
13345,0,32,171,178,35570
13345,0,33,172,190,37971
13345,0,34,144,121,24143
13345,1,15,140,114,22739
13345,1,16,140,114,22739
13345,1,17,144,121,24143
13345,1,18,140,114,22739
13345,1,19,141,115,22940
13345,1,20,142,117,23341
13345,1,23,143,117,23342
13345,1,24,143,117,23342
13345,1,26,143,117,23342
13345,1,34,142,116,23141
13345,1,35,142,116,23141
13345,1,45,144,121,24143
13345,2,13,150,116,23149
13345,2,14,150,100,19949
13345,2,15,146,82,16345
13345,2,16,146,80,15945
13345,2,36,150,98,19549
13345,2,37,149,115,22948
13345,2,38,144,117,23343
13345,3,13,150,116,23149
13345,3,14,150,94,18749
13345,3,15,146,82,16345
13345,3,22,144,75,14943
13345,3,35,145,76,15144
13345,3,36,148,93,18547
13345,3,37,148,120,23947
13345,3,38,146,121,24145
13345,4,13,147,120,23946
13345,4,14,148,92,18347
13345,4,15,146,88,17545
13345,4,24,145,75,14944
13345,4,25,144,75,14943
13345,4,36,146,86,17145
13345,4,37,143,112,22342
13345,5,13,145,121,24144
13345,5,14,150,94,18749
13345,5,15,146,84,16745
13345,5,16,144,75,14943
13345,5,34,144,75,14943
13345,5,35,145,77,15344
13345,5,36,142,108,21541
13345,5,37,142,115,22941
13345,6,16,144,125,24943
13345,6,17,155,147,29354
13345,6,18,167,167,33366
13345,6,19,171,170,33970
13345,6,20,170,171,34169
13345,6,21,167,168,33566
13345,6,22,167,168,33566
13345,6,23,167,168,33566
13345,6,24,170,170,33969
13345,6,25,167,168,33566
13345,6,26,171,169,33770
13345,6,27,170,169,33769
13345,6,28,170,170,33969
13345,6,29,167,168,33566
13345,6,30,170,169,33769
13345,6,31,171,170,33970
13345,6,32,166,170,33965
13345,6,33,144,136,27143
13345,6,34,144,121,24143
13345,6,35,144,121,24143
13345,7,15,142,116,23141
13345,7,16,140,114,22739
13345,7,18,140,114,22739
13345,7,20,142,117,23341
13345,7,35,143,118,23542
13345,7,36,145,121,24144
13345,8,19,143,119,23742
13345,8,20,143,117,23342
13345,8,35,144,121,24143
13345,9,6,144,121,24143
13345,9,13,136,117,23335
13345,9,14,146,79,15745
13345,9,15,145,76,15144
13345,9,16,122,39,7721
13345,9,17,77,6,1076
13345,9,18,74,9,1673
13345,9,19,76,8,1475
13345,9,26,76,7,1275
13345,9,28,75,7,1274
13345,9,29,127,51,10126
13345,9,30,140,64,12739
13345,9,35,145,77,15344
13345,9,36,146,88,17545
13345,9,37,153,108,21552
13453,0,1,48,178,35447
13453,0,2,48,179,35647
13453,0,3,48,178,35447
13453,0,4,48,178,35447
13453,0,8,48,178,35447
13453,0,9,48,179,35647
13453,0,10,48,178,35447
13453,0,13,48,179,35647
13453,0,14,48,178,35447
13453,0,19,48,178,35447
13453,0,24,48,178,35447
13453,0,25,48,178,35447
13453,0,26,49,177,35248
13453,0,27,48,179,35647
13453,0,32,48,179,35647
13453,0,33,48,179,35647
13453,0,34,48,178,35447
13453,0,37,48,179,35647
13453,0,38,48,178,35447
13453,0,39,48,179,35647
13453,0,40,48,178,35447
13453,0,41,48,178,35447
13453,0,42,48,178,35447
13453,0,43,48,179,35647
13453,0,44,48,179,35647
13453,0,45,48,178,35447
13453,1,0,48,178,35447
13453,1,2,48,179,35647
13453,1,3,48,178,35447
13453,1,4,48,179,35647
13453,1,5,48,178,35447
13453,1,6,48,178,35447
13453,1,7,48,179,35647
13453,1,8,48,178,35447
13453,1,10,48,179,35647
13453,1,11,48,178,35447
13453,1,12,49,174,34648
13453,1,13,43,155,30842
13453,1,14,41,145,28840
13453,1,15,35,120,23834
13453,1,16,17,106,21016
13453,1,17,10,103,20409
13453,1,18,8,104,20607
13453,1,19,8,104,20607
13453,1,20,8,104,20607
13453,1,21,8,105,20807
13453,1,22,7,106,21006
13453,1,23,8,104,20607
13453,1,24,8,106,21007
13453,1,25,16,103,20415
13453,1,26,36,127,25235
13453,1,27,39,138,27438
13453,1,28,40,152,30239
13453,1,29,42,155,30841
13453,1,30,49,174,34648
13453,1,31,48,179,35647
13453,1,32,48,179,35647
13453,1,33,48,178,35447
13453,1,35,48,179,35647
13453,1,36,48,179,35647
13453,1,40,48,178,35447
13453,1,41,48,178,35447
13453,1,43,48,179,35647
13453,1,47,48,178,35447
13453,2,0,48,179,35647
13453,2,2,48,178,35447
13453,2,3,48,178,35447
13453,2,4,48,179,35647
13453,2,5,48,178,35447
13453,2,6,48,178,35447
13453,2,8,48,179,35647
13453,2,11,48,178,35447
13453,2,13,48,179,35647
13453,2,14,48,178,35447
13453,2,15,48,179,35647
13453,2,17,48,178,35447
13453,2,18,49,179,35648
13453,2,20,50,182,36249
13453,2,21,50,181,36049
13453,2,26,50,176,35049
13453,2,27,50,173,34449
13453,2,29,49,173,34448
13453,2,30,48,178,35447
13453,2,31,51,184,36650
13453,2,32,53,185,36852
13453,2,33,54,186,37053
13453,2,34,48,179,35647
13453,2,36,48,178,35447
13453,2,40,48,179,35647
13453,2,41,48,178,35447
13453,2,42,48,179,35647
13453,2,43,48,178,35447
13453,2,44,48,178,35447
13453,2,45,48,179,35647
13453,2,46,48,178,35447
13453,3,0,48,179,35647
13453,3,1,48,178,35447
13453,3,3,48,178,35447
13453,3,4,48,178,35447
13453,3,5,48,179,35647
13684,0,17,106,83,16505
13684,0,18,104,117,23303
13684,0,19,109,150,29908
13684,0,22,111,169,33710
13684,0,23,107,163,32506
13684,0,24,107,162,32306
13684,0,25,109,92,18308
13684,0,26,80,68,13479
13684,0,28,78,66,13077
13684,0,29,80,68,13479
13684,0,30,96,70,13895
13684,0,32,104,84,16703
13684,0,34,105,82,16304
13684,0,38,91,67,13290
13684,0,39,88,68,13487
13684,0,41,86,66,13085
13684,0,42,106,83,16505
13684,0,44,105,82,16304
13684,0,45,102,80,15901
13684,0,46,100,80,15899
13684,0,47,102,80,15901
13684,1,0,105,82,16304
13684,1,5,104,84,16703
13684,1,11,105,82,16304
13684,1,15,104,84,16703
13684,1,22,108,83,16507
13684,1,26,109,83,16508
13684,1,27,108,83,16507
13684,1,29,107,83,16506
13684,1,30,107,83,16506
13684,1,31,107,84,16706
13684,1,32,105,83,16504
13684,1,35,106,82,16305
13684,1,44,102,78,15501
13684,2,0,102,80,15901
13684,2,1,105,82,16304
13684,2,20,121,81,16120
13684,2,21,132,80,15931
13684,2,22,133,78,15532
13684,2,27,134,77,15333
13684,2,29,131,75,14930
13684,2,30,129,80,15928
13684,2,31,121,83,16520
13684,2,32,106,83,16505
13684,2,45,102,78,15501
13684,2,46,105,82,16304
13684,2,47,105,82,16304
13684,3,13,105,84,16704
13684,3,27,106,82,16305
13684,3,28,106,83,16505
13684,3,29,106,84,16705
13684,3,30,105,82,16304
13684,3,35,105,82,16304
13684,3,36,105,82,16304
13684,4,17,105,82,16304
13684,4,18,105,82,16304
13684,4,19,105,82,16304
13684,4,20,105,82,16304
13684,4,21,105,82,16304
13684,4,22,105,82,16304
13684,4,23,105,82,16304
13684,4,24,102,84,16701
13684,4,25,102,84,16701
13684,4,26,103,88,17502
13684,4,27,107,83,16506
13684,4,28,107,84,16706
13684,4,32,107,83,16506
13684,4,34,108,84,16707
13684,4,35,106,83,16505
13684,4,40,105,82,16304
13684,4,47,105,82,16304
13684,5,6,105,82,16304
13684,5,7,105,82,16304
13684,5,17,102,84,16701
13684,5,26,104,87,17303
13684,5,27,107,84,16706
13684,5,28,107,84,16706
13684,5,29,107,83,16506
13684,5,32,105,83,16504
13684,5,33,102,89,17701
13684,5,34,105,82,16304
13684,5,35,105,82,16304
13684,5,36,105,83,16504
13684,5,45,102,80,15901
13684,5,47,103,80,15902
13684,6,0,105,82,16304
13684,6,6,105,83,16504
13684,6,7,105,82,16304
13684,6,10,105,82,16304
13684,6,31,105,82,16304
13684,6,32,105,82,16304
13684,6,33,105,82,16304
13684,6,36,107,83,16506
13684,6,37,120,94,18719
13684,6,38,120,94,18719
13684,6,39,105,82,16304
13684,6,40,120,96,19119
13684,6,41,106,83,16505
13684,6,46,105,82,16304
13684,7,27,104,83,16503
13724,0,2,187,110,21986
13724,0,11,188,111,22187
13724,0,12,187,110,21986
13724,0,23,183,111,22182
13724,0,28,184,111,22183
13724,0,29,187,110,21986
